_gold_cui_rank,_gold_cui_score,_gold_name,_text,accuracy,max_accuracy,max_mrr,mrr,~pred_cuis_1.0,~pred_cuis_10.0,~pred_cuis_2.0,~pred_cuis_3.0,~pred_cuis_4.0,~pred_cuis_5.0,~pred_cuis_6.0,~pred_cuis_7.0,~pred_cuis_8.0,~pred_cuis_9.0,~~comm,~~mention_uuid,cos_dist,sentence,cos_rank
1.0,0.9483151435852052,Effusion,Effusion,1.0,1.0,1.0,1.0,C0013687=Effusion (0.95),"C0003962=Ascites, NOS (-0.74)","C0031039=Pericardial effusion, NOS (0.84)",C0032227=Pleural effusion (disorder) (0.56),C1265807=Multiple effusions (-0.16),"C0032326=Pneumothorax, NOS (-0.46)","C0008350=Cholelithiasis, NOS (-0.62)","C0021311=Infection, NOS (-0.63)","C0032285=Pneumonia, NOS (-0.67)",C0747635=Bilateral pleural effusion (-0.70),/Users/elliotschumacher/Dropbox/concept/share_clef/ALLREPORTS/15770-109559-ECHO_REPORT.txt,4330506c-a848-800a-ffc8-1cea7a819596,0.13205173604021522,Effusion circumferential. .,131196.0
1.0,0.9943270683288574,"Tamponade, cardiac",tamponade,1.0,1.0,1.0,1.0,"C0007177=Tamponade, cardiac (0.99)",C0027051=Myocardial infarction (-0.71),C1535567=(Cardiac tamponade) or (pericardial disease NOS) (0.49),C0003811=Cardiac arrhythmia (0.08),C0878544=Cardiomyopathy (-0.13),C0019080=Haemorrhage (-0.25),C0034067=Pulmonary emphysema (-0.34),C0151701=Pulmonary haemorrhage (-0.38),C1571977=(Cardiac tamponade) or (other pericardial disease NOS) (-0.39),C0151744=Myocardial ischemia (-0.57),/Users/elliotschumacher/Dropbox/concept/share_clef/ALLREPORTS/15770-109559-ECHO_REPORT.txt,4330506c-a848-800a-ffc8-1cea7a819597,0.0569188186271497,No echocardiographic signs of tamponade. .,99719.0
1.0,0.9573835730552672,Atrial septal defect,atrial septal defect,1.0,1.0,1.0,1.0,C0018817=Atrial septal defect (0.96),C0344924=Restrictive ventricular septal defect (0.06),C0018818=Ventricular septal defect (0.84),C0344794=Malaligned atrial septum (0.68),C0555060=Atrial septal defect murmur (0.60),C0149721=Ventricular hypertrophy (& [left]) (0.59),C0033036=Atrial premature complex (0.59),C0344722=Abnormality of atrial septum (0.44),C0018816=Heart septal defects (0.38),C0344730=Sinus venosus atrial septal defect (0.09),/Users/elliotschumacher/Dropbox/concept/share_clef/ALLREPORTS/15770-109559-ECHO_REPORT.txt,4330506c-a848-800a-ffc8-1cea7a81959a,0.677984933405618,"No atrial septal defect or patent foramen ovale is seen by 2D, , color Doppler or saline contrast with maneuvers. .",34504.0
1.0,0.7623244524002075,Patent foramen ovale,patent foramen ovale,1.0,1.0,1.0,1.0,C0016522=Patent foramen ovale (0.76),C0158698=Congenital malformation of the urinary system (-0.79),C0033036=Atrial premature complex (-0.47),C0038454=Accident - cerebrovascular (-0.53),C0033270=Retained products of conception (-0.61),C0344794=Malaligned atrial septum (-0.62),C1384733=Superior cerebellar artery syndrome (-0.73),C0451672=Cerebellar stroke syndrome (-0.74),C0152113=Rheumatic chorea (-0.75),C0349600=Ruptured aneurysm of posterior inferior cerebellar artery (-0.77),/Users/elliotschumacher/Dropbox/concept/share_clef/ALLREPORTS/15770-109559-ECHO_REPORT.txt,4330506c-a848-800a-ffc8-1cea7a81959b,0.41846804846401187,"No atrial septal defect or patent foramen ovale is seen by 2D, , color Doppler or saline contrast with maneuvers. .",140380.0
1.0,0.9209272265434264,Ventricular hypertrophy (& [left]),left ventricular hypertrophy,1.0,1.0,1.0,1.0,C0149721=Ventricular hypertrophy (& [left]) (0.92),C1535063=(Cardiomegaly) or (ventricular hypertrophy (& left)) (-0.86),C0162770=Right ventricular hypertrophy (0.68),C1997092=Hypertensive left ventricular hypertrophy (0.51),C0340278=Atrial hypertrophy (-0.61),C0344911=Left ventricular dilatation (-0.74),C0232312=Ventricular hypertrophy by EKG (-0.80),C1299638=Infantile breast hypertrophy (-0.80),C0344893=Right ventricular dilatation (-0.83),C0018818=Ventricular septal defect (-0.83),/Users/elliotschumacher/Dropbox/concept/share_clef/ALLREPORTS/15770-109559-ECHO_REPORT.txt,4330506c-a848-800a-ffc8-1cea7a81959c,0.6817604583118223,There is mild symmetric left ventricular hypertrophy. .,12736.0
1.0,0.967081904411316,Aortic valve insufficiency,aortic regurgitation,1.0,1.0,1.0,1.0,C0003504=Aortic valve insufficiency (0.97),C0344911=Left ventricular dilatation (-0.55),C0026266=Mitral valve insufficiency (0.85),C0040961=Tricuspid valve insufficiency (0.78),C0003507=Aortic valve stenosis (0.02),C0238669=Aortic root dilatation (-0.10),C0577870=Aortic valve vegetations (-0.16),C0577790=Aortic valve normal (-0.29),C0034088=Pulmonary valve insufficiency (-0.43),C0264733=Ventricular dilatation (-0.54),/Users/elliotschumacher/Dropbox/concept/share_clef/ALLREPORTS/15770-109559-ECHO_REPORT.txt,4330506c-a848-800a-ffc8-1cea7a81959d,0.5533098167608654,The aortic valve leaflets (3 3) ) appear structurally normal with good leaflet excursion and no aortic regurgitation. .,36474.0
1.0,0.9661831855773926,Mitral valve insufficiency,mitral regurgitation,1.0,1.0,1.0,1.0,C0026266=Mitral valve insufficiency (0.97),C0003507=Aortic valve stenosis (-0.86),C0003504=Aortic valve insufficiency (0.89),C0040961=Tricuspid valve insufficiency (0.78),C0034088=Pulmonary valve insufficiency (-0.61),C0026267=Mitral valve prolapse syndrome (-0.67),C0042300=Valvular regurgitation (-0.80),C0344720=Left atrial dilatation (-0.81),C0577792=Mitral valve normal (-0.82),C0577871=Mitral valve vegetations (-0.82),/Users/elliotschumacher/Dropbox/concept/share_clef/ALLREPORTS/15770-109559-ECHO_REPORT.txt,4330506c-a848-800a-ffc8-1cea7a81959e,0.49324715554470433,The mitral valve appears structurally normal with trivial mitral regurgitation. .,108863.0
1.0,0.8318865895271301,Mitral valve prolapse syndrome,mitral valve prolapse,1.0,1.0,1.0,1.0,C0026267=Mitral valve prolapse syndrome (0.83),C0018817=Atrial septal defect (-0.44),C0344720=Left atrial dilatation (0.26),C0026266=Mitral valve insufficiency (0.01),C0349521=Mitral valve anterior leaflet prolapse (-0.16),C0003504=Aortic valve insufficiency (-0.18),C0040962=Tricuspid valve prolapse (-0.19),C0344709=Right atrial dilatation (-0.21),C0238669=Aortic root dilatation (-0.41),C0345049=Ascending aorta dilatation (-0.43),/Users/elliotschumacher/Dropbox/concept/share_clef/ALLREPORTS/15770-109559-ECHO_REPORT.txt,4330506c-a848-800a-ffc8-1cea7a81959f,0.592324248356797,There is no mitral valve prolapse. .,98537.0
1.0,0.8950087428092957,Systolic hypertension,systolic hypertension,1.0,1.0,1.0,1.0,C0221155=Systolic hypertension (0.90),C1997276=Exertional hypertension (-0.68),C0235222=Diastolic hypertension (0.22),C1998407=Systolic essential hypertension (-0.51),C0018036=Goldblatt hypertension (-0.55),"C0020538=Hypertensive disease, NOS (-0.62)","C0031039=Pericardial effusion, NOS (-0.63)",C1997092=Hypertensive left ventricular hypertrophy (-0.66),C0020542=Pulmonary hypertension (-0.66),C0149721=Ventricular hypertrophy (& [left]) (-0.68),/Users/elliotschumacher/Dropbox/concept/share_clef/ALLREPORTS/15770-109559-ECHO_REPORT.txt,4330506c-a848-800a-ffc8-1cea7a8195a0,0.5150028987886461,There is moderate pulmonary artery systolic hypertension. .,87572.0
1.0,0.9818970561027528,"Pericardial effusion, NOS",pericardial effusion,1.0,1.0,1.0,1.0,"C0031039=Pericardial effusion, NOS (0.98)","C1260873=Aortic valve disorder, NOS (-0.63)",C0032227=Pleural effusion (disorder) (0.45),C0747635=Bilateral pleural effusion (0.31),C0265135=Acute pericardial effusion (0.05),C0027051=Myocardial infarction (-0.05),C1535567=(Cardiac tamponade) or (pericardial disease NOS) (-0.11),"C0007177=Tamponade, cardiac (-0.48)",C0349077=Pericardial effusion - noninflammatory (-0.55),C0340442=Other pericardial disease NOS (-0.62),/Users/elliotschumacher/Dropbox/concept/share_clef/ALLREPORTS/15770-109559-ECHO_REPORT.txt,4330506c-a848-800a-ffc8-1cea7a8195a1,0.42356869152651233,There is a small to moderate sized pericardial effusion. .,125483.0
1.0,0.969350278377533,Effusion,effusion,1.0,1.0,1.0,1.0,C0013687=Effusion (0.97),C0013691=Chylous effusion (-0.73),"C0031039=Pericardial effusion, NOS (0.83)",C0032227=Pleural effusion (disorder) (0.45),C1265807=Multiple effusions (0.03),"C0021311=Infection, NOS (-0.43)","C0032326=Pneumothorax, NOS (-0.44)",C0747635=Bilateral pleural effusion (-0.60),"C0008350=Cholelithiasis, NOS (-0.66)","C0032285=Pneumonia, NOS (-0.69)",/Users/elliotschumacher/Dropbox/concept/share_clef/ALLREPORTS/15770-109559-ECHO_REPORT.txt,4330506c-a848-800a-ffc8-1cea7a8195a2,0.17246506625326194,The effusion appears circumferential. .,54732.0
1.0,0.9943270683288574,"Tamponade, cardiac",tamponade,1.0,1.0,1.0,1.0,"C0007177=Tamponade, cardiac (0.99)",C0027051=Myocardial infarction (-0.71),C1535567=(Cardiac tamponade) or (pericardial disease NOS) (0.49),C0003811=Cardiac arrhythmia (0.08),C0878544=Cardiomyopathy (-0.13),C0019080=Haemorrhage (-0.25),C0034067=Pulmonary emphysema (-0.34),C0151701=Pulmonary haemorrhage (-0.38),C1571977=(Cardiac tamponade) or (other pericardial disease NOS) (-0.39),C0151744=Myocardial ischemia (-0.57),/Users/elliotschumacher/Dropbox/concept/share_clef/ALLREPORTS/15770-109559-ECHO_REPORT.txt,4330506c-a848-800a-ffc8-1cea7a8195a3,0.031577887168192355,There are no echocardiographic signs of tamponade. .,131820.0
1.0,0.9808648824691772,Atrial septal defect,ASD,1.0,1.0,1.0,1.0,C0018817=Atrial septal defect (0.98),C0344794=Malaligned atrial septum (0.16),C0003507=Aortic valve stenosis (0.91),C0018818=Ventricular septal defect (0.88),C0003504=Aortic valve insufficiency (0.86),C0018816=Heart septal defects (0.66),C0344730=Sinus venosus atrial septal defect (0.30),"C0155715=Cardiac septal defect, acquired (0.23)",C0026266=Mitral valve insufficiency (0.22),C0555060=Atrial septal defect murmur (0.19),/Users/elliotschumacher/Dropbox/concept/share_clef/ALLREPORTS/15770-109559-ECHO_REPORT.txt,4330506c-a848-800a-ffc8-1cea7a8195a7,0.08644376351328421,"No ASD or PFO by 2D, , color Doppler or saline contrast with maneuvers. .",13554.5
1203.0,-0.9264055490493774,Patent foramen ovale,PFO,0.0,0.0,0.0008312551953449709,0.0008312551953449709,C0018817=Atrial septal defect (0.96),C0004238=Fibrillation - atrial (0.50),C0018818=Ventricular septal defect (0.90),C0149721=Ventricular hypertrophy (& [left]) (0.87),C0003504=Aortic valve insufficiency (0.73),C0577870=Aortic valve vegetations (0.69),"C0007177=Tamponade, cardiac (0.66)",C0003507=Aortic valve stenosis (0.64),C0018816=Heart septal defects (0.54),C0034088=Pulmonary valve insufficiency (0.52),/Users/elliotschumacher/Dropbox/concept/share_clef/ALLREPORTS/15770-109559-ECHO_REPORT.txt,4330506c-a848-800a-ffc8-1cea7a8195a8,0.0308124646163153,"No ASD or PFO by 2D, , color Doppler or saline contrast with maneuvers. .",39076.5
1.0,0.995292067527771,Aortic valve insufficiency,AR,1.0,1.0,1.0,1.0,C0003504=Aortic valve insufficiency (1.00),C0026265=Mitral valve disease (-0.59),C0026266=Mitral valve insufficiency (0.99),C0040961=Tricuspid valve insufficiency (0.98),C0034088=Pulmonary valve insufficiency (0.82),C0003507=Aortic valve stenosis (0.65),C0026269=Mitral valve stenosis (-0.39),C0349073=Aortic valve stenosis with insufficiency (-0.39),C0577790=Aortic valve normal (-0.40),C0003834=Arterial insufficiency (-0.56),/Users/elliotschumacher/Dropbox/concept/share_clef/ALLREPORTS/09375-099229-ECHO_REPORT.txt,4330506c-a848-800a-ffc8-1cea7a818fd8,0.08409888283976169,No AR. .,4617.0
1.0,0.985559105873108,Mitral valve insufficiency,MR,1.0,1.0,1.0,1.0,C0026266=Mitral valve insufficiency (0.99),C0149721=Ventricular hypertrophy (& [left]) (-0.87),C0040961=Tricuspid valve insufficiency (0.98),C0003504=Aortic valve insufficiency (0.93),C0034088=Pulmonary valve insufficiency (0.64),C0027051=Myocardial infarction (0.43),C0003811=Cardiac arrhythmia (-0.71),C0232352=Vascular insufficiency (-0.82),C0026265=Mitral valve disease (-0.83),C0003834=Arterial insufficiency (-0.86),/Users/elliotschumacher/Dropbox/concept/share_clef/ALLREPORTS/09375-099229-ECHO_REPORT.txt,4330506c-a848-800a-ffc8-1cea7a818fda,0.04180713983806324,Trivial MR. .,37837.0
1.0,0.9972465634346008,Tricuspid valve insufficiency,TR,1.0,1.0,1.0,1.0,C0040961=Tricuspid valve insufficiency (1.00),C0040962=Tricuspid valve prolapse (-0.50),C0026266=Mitral valve insufficiency (1.00),C0003504=Aortic valve insufficiency (0.99),C0034088=Pulmonary valve insufficiency (0.95),C0027051=Myocardial infarction (0.14),C0003834=Arterial insufficiency (-0.08),C0003507=Aortic valve stenosis (-0.10),C0232352=Vascular insufficiency (-0.36),C0026269=Mitral valve stenosis (-0.46),/Users/elliotschumacher/Dropbox/concept/share_clef/ALLREPORTS/09375-099229-ECHO_REPORT.txt,4330506c-a848-800a-ffc8-1cea7a818fdb,-0.040785889798574046,Normal tricuspid valve leaflets with trivial TR. .,124612.0
1.0,0.9693008065223694,Mitral valve insufficiency,mitral regurgitation,1.0,1.0,1.0,1.0,C0026266=Mitral valve insufficiency (0.97),C0026265=Mitral valve disease (-0.94),C0003504=Aortic valve insufficiency (0.87),C0040961=Tricuspid valve insufficiency (0.80),C0034088=Pulmonary valve insufficiency (-0.82),C0026267=Mitral valve prolapse syndrome (-0.82),C0577871=Mitral valve vegetations (-0.86),C0577792=Mitral valve normal (-0.89),C0042300=Valvular regurgitation (-0.91),C0340366=Mitral chordae rupture (-0.94),/Users/elliotschumacher/Dropbox/concept/share_clef/ALLREPORTS/09375-099229-ECHO_REPORT.txt,4330506c-a848-800a-ffc8-1cea7a818fde,0.4994882301341242,Trivial mitral regurgitation is seen. .,84322.0
1.0,0.93525230884552,"Endocarditis, NOS",endocarditis,1.0,1.0,1.0,1.0,"C0014118=Endocarditis, NOS (0.94)","C1384588=Bacterial myocarditis, NOS (-0.12)","C0027059=Myocarditis, NOS (0.50)","C0264865=Valvular endocarditis, NOS (0.30)",C0340356=Endocarditis - blastomycosis (0.27),C0348868=Listerial endocarditis (0.27),C0014121=Bacterial endocarditis (0.16),C0375268=Acute endocarditis (0.14),C0340357=Endocarditis - monilial (-0.03),"C0276648=Mycotic endocarditis, NOS (-0.11)",/Users/elliotschumacher/Dropbox/concept/share_clef/ALLREPORTS/09375-099229-ECHO_REPORT.txt,4330506c-a848-800a-ffc8-1cea7a818fdf,0.13909437594469842,3. No clear evidence of endocarditis seen. .,90873.0
1.0,0.9755042195320128,Fibrillation - atrial,Atrial fibrillation,1.0,1.0,1.0,1.0,C0004238=Fibrillation - atrial (0.98),C0003811=Cardiac arrhythmia (-0.41),C0340489=Lone atrial fibrillation (0.49),C0085611=Atrial arrhythmia (0.25),C0577699=Controlled atrial fibrillation (0.13),C0042510=Ventricular fibrillation (0.10),C1281999=Rapid atrial fibrillation (0.02),C0004239=Flutter - atrial (-0.26),C0344794=Malaligned atrial septum (-0.33),C2586056=Permanent atrial fibrillation (-0.40),/Users/elliotschumacher/Dropbox/concept/share_clef/ALLREPORTS/12152-087134-ECG_REPORT.txt,4330506c-a848-800a-ffc8-1cea7a8192ae,0.4678737838314613,87134 || || || | 12152 || || || | 23210 || || || | ECG_ _R REPORT || || || | 2016- -0 03- -2 26 01: :4 40: :0 00.0 || || || | || || || | || || || | || || || | Atrial fibrillation with a slow ventricular response. .,113559.0
1.0,0.5286493301391602,Nausea NOS,nausea,1.0,1.0,1.0,1.0,C0027497=Nausea NOS (0.53),"C0030193=Pain, NOS (-0.97)","C0013404=Dyspnea, NOS (-0.87)","C0018681=Headache, NOS (-0.92)","C0013428=Dysuria, NOS (-0.92)",C0036572=Seizure (-0.92),"C0233407=Disorientation, NOS (-0.93)","C0011991=Diarrhea, NOS (-0.95)","C0042963=Vomiting, NOS (-0.97)","C0039070=Syncope, NOS (-0.97)",/Users/elliotschumacher/Dropbox/concept/share_clef/ALLREPORTS/22264-260776-RADIOLOGY_REPORT.txt,4330506c-a848-800a-ffc8-1cea7a819d4c,0.11229261606949753,pt c/ /o o abd distention and nausea with ng tube in place Admitting Diagnosis: :,22922.0
3.0,-0.2019115835428238,Liver failure,LIVER FAILURE,0.0,0.0,0.3333333333333333,0.3333333333333333,"C0029944=Overdose, NOS (0.10)",C0033270=Retained products of conception (-0.57),C0038454=Accident - cerebrovascular (0.01),C0085605=Liver failure (-0.20),C0547004=Intermenstrual bleeding - regular (-0.32),"C0023890=Cirrhosis of liver, NOS (-0.34)",C0024117=Chronic obstructive airway disease (-0.38),C1290385=Right coronary artery occlusion (-0.46),C0232943=Intermenstrual heavy bleeding (-0.55),C2733158=Small vessel cerebrovascular disease (-0.56),/Users/elliotschumacher/Dropbox/concept/share_clef/ALLREPORTS/22264-260776-RADIOLOGY_REPORT.txt,4330506c-a848-800a-ffc8-1cea7a819d4d,0.5065343408656182,LIVER FAILURE __ __ __ __ __ __ __ __ __ __ __ __ __ __ __ __ __ __ __ __ __ __ __ __ __ __ __ __ __ __ __ __ __ __ __ __ __ __ __ __ __ __ __ __ __ __ __ __ __ __ __ __ __ __ __ __ __ __ __ __ __ __ __ __ __ __ __ __ __ __ __ __ __ __ __ __ __ _ UNDERLYING MEDICAL CONDITION: :,35204.0
1.0,0.5286493301391602,Nausea NOS,nausea,1.0,1.0,1.0,1.0,C0027497=Nausea NOS (0.53),"C0030193=Pain, NOS (-0.97)","C0013404=Dyspnea, NOS (-0.87)","C0018681=Headache, NOS (-0.92)","C0013428=Dysuria, NOS (-0.92)",C0036572=Seizure (-0.92),"C0233407=Disorientation, NOS (-0.93)","C0011991=Diarrhea, NOS (-0.95)","C0042963=Vomiting, NOS (-0.97)","C0039070=Syncope, NOS (-0.97)",/Users/elliotschumacher/Dropbox/concept/share_clef/ALLREPORTS/22264-260776-RADIOLOGY_REPORT.txt,4330506c-a848-800a-ffc8-1cea7a819d51,0.15807218189442607,pt c/ /o o abd distention and nausea with ng tube in place __ __ __ __ __ __ __ __ __ __ __ __ __ __ __ __ __ __ __ __ __ __ __ __ __ __ __ __ __ __ __ __ __ __ __ __ __ __ __ __ __ __ __ __ __ __ __ __ __ __ __ __ __ __ __ __ __ __ __ __ __ __ __ __ __ __ __ __ __ __ __ __ __ __ __ __ __ _ FINAL REPORT INDICATION: :,4331.5
1.0,0.4845084547996521,Nausea NOS,nausea,1.0,1.0,1.0,1.0,C0027497=Nausea NOS (0.48),"C0018524=Hallucination, NOS (-0.92)","C0233407=Disorientation, NOS (-0.84)","C0042963=Vomiting, NOS (-0.86)","C0018681=Headache, NOS (-0.87)","C0011991=Diarrhea, NOS (-0.87)","C0013404=Dyspnea, NOS (-0.88)","C0013428=Dysuria, NOS (-0.90)",C0019080=Haemorrhage (-0.91),C0013604=Edema NOS (-0.92),/Users/elliotschumacher/Dropbox/concept/share_clef/ALLREPORTS/22264-260776-RADIOLOGY_REPORT.txt,4330506c-a848-800a-ffc8-1cea7a819d53,0.06347391014350127,Now complains of abdominal distention and nausea. .,49162.0
15.0,-0.26527854800224304,Partial obstruction of small bowel,partial small bowel obstruction,0.0,0.0,0.06666666666666668,0.06666666666666668,C0235329=Small bowel obstruction NOS (0.55),"C0028778=Obstruction, NOS (-0.10)",C0024117=Chronic obstructive airway disease (0.27),"C0340221=Obstruction of trachea, NOS (0.15)",C0547004=Intermenstrual bleeding - regular (0.07),C0340101=Post-upper airway obstruction pulmonary edema (0.02),"C0007177=Tamponade, cardiac (0.02)",C0460048=Large bowel obstruction (-0.06),"C0001883=Airway obstruction, NOS (-0.09)","C0700198=Pulmonary aspiration, NOS (-0.09)",/Users/elliotschumacher/Dropbox/concept/share_clef/ALLREPORTS/22264-260776-RADIOLOGY_REPORT.txt,4330506c-a848-800a-ffc8-1cea7a819d55,0.752225759214384,early or partial small bowel obstruction cann not be excluded. .,18854.0
2.0,-0.11881493777036667,"Cholangitis, NOS",Cholangitis,0.0,0.0,0.5,0.5,"C0008350=Cholelithiasis, NOS (0.25)","C0009319=Colitis, NOS (-0.72)","C0008311=Cholangitis, NOS (-0.12)","C0008325=Cholecystitis, NOS (-0.19)",C0031052=Pericholangitis (-0.33),C0008308=Cholangiolitis (-0.34),"C0030305=Pancreatitis, NOS (-0.50)",C0917798=Cerebral ischemia (-0.61),C0275553=Bacterial cholangitis (-0.68),C0267847=Angiocholecystitis (-0.71),/Users/elliotschumacher/Dropbox/concept/share_clef/ALLREPORTS/10668-239022-RADIOLOGY_REPORT.txt,4330506c-a848-800a-ffc8-1cea7a81919b,0.054614469999421,Cholangitis and sepsis. .,92027.0
1.0,0.8682674169540405,"Systemic infection, NOS",sepsis,1.0,1.0,1.0,1.0,"C0243026=Systemic infection, NOS (0.87)","C0002871=Anaemia, NOS (-0.56)","C0021311=Infection, NOS (0.33)",C0019693=HIV infection (-0.24),"C0747256=Parasitic infection, NOS (-0.32)","C0032285=Pneumonia, NOS (-0.37)","C0276447=Rhinovirus infection, NOS (-0.39)","C0010823=Cytomegalovirus infection, NOS (-0.41)","C0013404=Dyspnea, NOS (-0.54)",C0596270=Cardiovascular infection (-0.56),/Users/elliotschumacher/Dropbox/concept/share_clef/ALLREPORTS/10668-239022-RADIOLOGY_REPORT.txt,4330506c-a848-800a-ffc8-1cea7a81919c,0.17297220341156114,Cholangitis and sepsis. .,783.0
11.0,0.5493414998054504,Aortic aneurysm,aortic aneurysm,0.0,0.0,0.09090909090909093,0.09090909090909093,C0349600=Ruptured aneurysm of posterior inferior cerebellar artery (0.87),C1290398=Cerebral arterial aneurysm (0.56),C0521533=Atrial septal aneurysm (0.72),C0340639=Carotid artery aneurysm (0.71),C0917996=Cerebral aneurysm (0.70),C0349434=Unruptured aneurysm of posterior inferior cerebellar artery (0.69),C0162871=Abdominal aortic aneurysm (0.68),C0264663=Atrial aneurysm (0.66),C0741160=Ruptured aortic aneurysm (0.63),C0344954=Ventricular septal aneurysm (0.61),/Users/elliotschumacher/Dropbox/concept/share_clef/ALLREPORTS/10668-239022-RADIOLOGY_REPORT.txt,4330506c-a848-800a-ffc8-1cea7a81919d,0.4448345080324546,"This is likely to be a aortic aneurysm conceivably in association with dissection and, , given the superior extent, , probably involving the origin of head and neck vessels. .",111646.0
